TerritoryID,TerritoryNumber,CategoryCode,Category,TerritoryAddressID,ApartmentNumber,Number,Street,Suburb,PostalCode,State,Name,Phone,Type,Status,NotHomeAttempt,Date1,Date2,Date3,Date4,Date5,Language,Latitude,Longitude,Notes,NotesFromPublisher,Process Notes,original_cache_file,moved_timestamp
786471.0,59,,,1802866.0,Unit,6828 1/2,11th Ave,Los Angeles,90043,CA,,,Apartment,Available,0.0,,,,,,,33.9959403,-118.3294089,,,,,
786471.0,59,,,8717796.0,Unit,6828 1/4,11th Ave,Los Angeles,90043,CA,,,Apartment,Available,0.0,,,,,,,33.9959403,-118.3294089,,,,,
786471.0,59,,,5372421.0,,6838,11th Ave,Los Angeles,90043,CA,,,House,Available,0.0,,,,,,,34.0053225,-118.3296131,,,,,
786471.0,59,,,1851840.0,,7127,11th Ave,Los Angeles,90043,CA,,,House,Available,0.0,,,,,,,33.9753134,-118.3295003,,,,,
786471.0,59,,,5788433.0,,6801,8th Ave,Los Angeles,90043,CA,,,House,Available,0.0,,,,,,,33.997381,-118.3258035,,,,,
786471.0,59,,,8341110.0,,7005 1/2,8th Ave,Los Angeles,90043,CA,,,House,NotHome,1.0,2025/05/26,,,,,,33.997381,-118.3258035,,,,,
786471.0,59,,,8867965.0,,7009,8th Ave,Los Angeles,90043,CA,,,House,Available,0.0,,,,,,,34.0055105,-118.325844,,,,,
786471.0,59,,,2627250.0,,7101,8th Ave,Los Angeles,90043,CA,,,House,Available,0.0,,,,,,,33.997381,-118.3258035,,,,,
786471.0,59,,,3466007.0,Unit,6812 1/2,Crenshaw Blvd,Los Angeles,90043,CA,,,Apartment,Available,0.0,,,,,,,33.9775011,-118.3307683,,,,,
786471.0,59,,,6334966.0,Unit,6812 1/4,Crenshaw Blvd,Los Angeles,90043,CA,,,Apartment,Available,0.0,,,,,,,33.9775011,-118.3307683,,,,,
786471.0,59,,,2493438.0,Unit 3/4,6812 3/4,Crenshaw Blvd,Los Angeles,90043,CA,,,Apartment,Available,0.0,,,,,,,33.9775011,-118.3307683,,,,,
786471.0,59,,,7737280.0,,6836,Crenshaw Blvd,Los Angeles,90043,CA,,,House,Available,0.0,,,,,,,33.9773574,-118.330769,,,,,
786471.0,59,,,2197139.0,,3106,W 68th St,Los Angeles,90043,CA,,,House,Available,0.0,,,,,,,33.9772634,-118.326724,,,,,
786471.0,59,,,6045539.0,,6803,W 68th St,Los Angeles,90043,CA,,,House,Available,0.0,,,,,,,33.977358,-118.3265297,,,,,
786471.0,59,,,1167286.0,,3116,W 69th St,Los Angeles,90043,CA,,,House,Available,0.0,,,,,,,33.9764375,-118.3268474,,,,,
786471.0,59,,,7169172.0,,3128,W 69th St,Los Angeles,90043,CA,,,House,Available,0.0,,,,,,,33.9764364,-118.3269873,,,,,
786471.0,59,,,1974355.0,,3302,W 71St St,Los Angeles,90043,CA,,,House,Available,0.0,,,,,,,33.9755928,-118.3295711,,,,,
786471.0,59,,,1077623.0,,3111,W Florence Ave,Los Angeles,90043,CA,,,House,Available,0.0,,,,,,,33.9746315,-118.3269728,,,,,
